i,T,Qmin
1024,21191.050000,13155.0
1025,21191.050000,13155.0
1026,21191.050000,13155.0
1027,21191.050000,13155.0
1028,21191.050000,13155.0
1029,21191.050000,13155.0
1030,21191.050000,13155.0
1031,21191.050000,13155.0
1032,21191.050000,13155.0
1033,21191.050000,13155.0
1034,21191.050000,13155.0
1035,21191.050000,13155.0
1036,21191.050000,13155.0
1037,21191.050000,13155.0
1038,21191.050000,13155.0
1039,21191.050000,13155.0
1040,21191.050000,13155.0
1041,21191.050000,13155.0
1042,21191.050000,13155.0
1043,21191.050000,13155.0
1044,21191.050000,13155.0
1045,21191.050000,13155.0
1046,21191.050000,13155.0
1047,21191.050000,13155.0
1048,21191.050000,13155.0
1049,21191.050000,13155.0
1050,21191.050000,13155.0
1051,21191.050000,13155.0
1052,21191.050000,13155.0
1053,21191.050000,13155.0
1054,21191.050000,13155.0
1055,21191.050000,13155.0
1056,21191.050000,13155.0
1057,21191.050000,13155.0
1058,21191.050000,13155.0
1059,21191.050000,13155.0
1060,21191.050000,13155.0
1061,21191.050000,13155.0
1062,21191.050000,13155.0
1063,21191.050000,13155.0
1064,21191.050000,13155.0
1065,21191.050000,13155.0
1066,21191.050000,13155.0
1067,21191.050000,13155.0
1068,21191.050000,13155.0
